region;city;id;href;region_code;ввым;фыв
Алтайский край;Алейск;2429;/banks/Altayskiy_kray/Aleysk/list/;22;29512;0
Алтайский край;Белокуриха;2530;/banks/Altayskiy_kray/Belokuriha/list/;22;14660;0
Алтайский край;Горняк;2739;/banks/Altayskiy_kray/Gornyak/list/;22;13924;0
Алтайский край;Заринск;623;/banks/Altayskiy_kray/Zarinsk/list/;22;48456;0
Алтайский край;Змеиногорск;2892;/banks/Altayskiy_kray/Zmeinogorsk/list/;22;10955;0
Алтайский край;Камень-на-Оби;2974;/banks/Altayskiy_kray/Kamen~-na-Obi/list/;22;43880;0
Алтайский край;Новоалтайск;3444;/banks/Altayskiy_kray/Novoaltaysk/list/;22;70438;0
Алтайский край;Рубцовск;624;/banks/Altayskiy_kray/Rubtssovsk/list/;22;147008;0
Алтайский край;Славгород;3793;/banks/Altayskiy_kray/Slavgorod/list/;22;32390;0
Алтайский край;Яровое;3348;/banks/Altayskiy_kray/Yarovoe/list/;22;18605;0
Амурская область;Белогорск;719;/banks/Amurskaya_oblast~/Belogorsk/list/;28;68220;0
Амурская область;Благовещенск;718;/banks/Blagovesschensk/list/;28;214397;0
Амурская область;Завитинск;2858;/banks/Amurskaya_oblast~/Zavitinsk/list/;28;11481;0
Амурская область;Зея;2889;/banks/Amurskaya_oblast~/Zeya/list/;28;25042;0
Амурская область;Райчихинск;3704;/banks/Amurskaya_oblast~/Raychihinsk/list/;28;20499;0
Амурская область;Свободный;722;/banks/Amurskaya_oblast~/Svobodnyiy/list/;28;58594;0
Амурская область;Сковородино;723;/banks/Amurskaya_oblast~/Skovorodino/list/;28;9561;0
Амурская область;Тында;720;/banks/Amurskaya_oblast~/Tyinda/list/;28;35574;0
Амурская область;Углегорск;7272;/banks/Amurskaya_oblast~/Uglegorsk/list/;28;10382;0
Амурская область;Шимановск;725;/banks/Amurskaya_oblast~/Shimanovsk/list/;28;19815;0
Архангельская область;Вельск;235;/banks/Arhangel~skaya_oblast~/Vel~sk/list/;29;23885;0
Архангельская область;Каргополь;2997;/banks/Arhangel~skaya_oblast~/Kargopol~/list/;29;10148;0
Архангельская область;Коряжма;236;/banks/Arhangel~skaya_oblast~/Koryazhma/list/;29;39629;0
Архангельская область;Котлас;4080;/banks/Arhangel~skaya_oblast~/Kotlas/list/;29;60562;0
Архангельская область;Мезень;6318;/banks/Arhangel~skaya_oblast~/Mezen~/list/;29;3599;0
Архангельская область;Мирный;237;/banks/Arhangel~skaya_oblast~/Mirnyiy/list/;29;30259;0
Архангельская область;Новодвинск;238;/banks/Arhangel~skaya_oblast~/Novodvinsk/list/;29;40612;0
Архангельская область;Няндома;3499;/banks/Arhangel~skaya_oblast~/Nyandoma/list/;29;22354;0
Архангельская область;Онега;3534;/banks/Arhangel~skaya_oblast~/Onega/list/;29;21359;0
Архангельская область;Сольвычегодск;6296;/banks/Arhangel~skaya_oblast~/Sol~vyichegodsk/list/;29;2460;0
Архангельская область;Шенкурск;4164;/banks/Arhangel~skaya_oblast~/Shenkursk/list/;29;5702;0
Астраханская область;Астрахань;290;/banks/Astrahan~/list/;30;520662;0
Астраханская область;Ахтубинск;2468;/banks/Astrahanskaya_oblast~/Ahtubinsk/list/;30;41898;0
Астраханская область;Знаменск;2896;/banks/Astrahanskaya_oblast~/Znamensk/list/;30;29357;0
Астраханская область;Камызяк;2978;/banks/Astrahanskaya_oblast~/Kamyizyak/list/;30;16291;0
Астраханская область;Нариманов;3385;/banks/Astrahanskaya_oblast~/Narimanov/list/;30;11386;0
Астраханская область;Харабали;4079;/banks/Astrahanskaya_oblast~/Harabali/list/;30;18209;0
Белгородская область;Алексеевка;96;/banks/Belgorodskaya_oblast~/Alekseevka/list/;31;39026;0
Белгородская область;Бирюч;2560;/banks/Belgorodskaya_oblast~/Biryuch/list/;31;7842;0
Белгородская область;Валуйки;95;/banks/Belgorodskaya_oblast~/Valuyki/list/;31;35322;0
Белгородская область;Грайворон;2748;/banks/Belgorodskaya_oblast~/Grayvoron/list/;31;6234;0
Белгородская область;Губкин;97;/banks/Belgorodskaya_oblast~/Gubkin/list/;31;88562;0
Белгородская область;Короча;3085;/banks/Belgorodskaya_oblast~/Korocha/list/;31;5877;0
Белгородская область;Новый Оскол;99;/banks/Belgorodskaya_oblast~/Novyiy_Oskol/list/;31;19530;0
Белгородская область;Строитель;3873;/banks/Belgorodskaya_oblast~/Stroitel~/list/;31;23933;0
Белгородская область;Шебекино;100;/banks/Belgorodskaya_oblast~/Shebekino/list/;31;44277;0
Брянская область;Брянск;103;/banks/Bryansk/list/;32;415640;0
Брянская область;Дятьково;2823;/banks/Bryanskaya_oblast~/Dyat~kovo/list/;32;29438;0
Брянская область;Жуковка;2854;/banks/Bryanskaya_oblast~/Zhukovka/list/;32;18269;0
Брянская область;Злынка;6236;/banks/Bryanskaya_oblast~/Zlyinka/list/;32;5507;0
Брянская область;Карачев;2993;/banks/Bryanskaya_oblast~/Karachev/list/;32;19715;0
Брянская область;Клинцы;3044;/banks/Bryanskaya_oblast~/Klintssyi/list/;32;62510;0
Брянская область;Мглин;6232;/banks/Bryanskaya_oblast~/Mglin/list/;32;7916;0
Брянская область;Новозыбков;3454;/banks/Bryanskaya_oblast~/Novozyibkov/list/;32;40552;0
Брянская область;Почеп;3657;/banks/Bryanskaya_oblast~/Pochep/list/;32;17933;0
Брянская область;Севск;3766;/banks/Bryanskaya_oblast~/Sevsk/list/;32;7282;0
Брянская область;Сельцо;6249;/banks/Bryanskaya_oblast~/Sel~tsso/list/;32;17933;0
Брянская область;Стародуб;3852;/banks/Bryanskaya_oblast~/Starodub/list/;32;19010;0
Брянская область;Сураж;6233;/banks/Bryanskaya_oblast~/Surazh/list/;32;11640;0
Брянская область;Трубчевск;3978;/banks/Bryanskaya_oblast~/Trubchevsk/list/;32;15014;0
Брянская область;Унеча;4019;/banks/Bryanskaya_oblast~/Unecha/list/;32;26196;0
Брянская область;Фокино;6248;/banks/Bryanskaya_oblast~/Fokino/list/;32;13874;0
Владимирская область;Александров;110;/banks/Vladimirskaya_oblast~/Aleksandrov/list/;33;61544;0
Владимирская область;Вязники;2710;/banks/Vladimirskaya_oblast~/Vyazniki/list/;33;41252;0
Владимирская область;Гороховец;2741;/banks/Vladimirskaya_oblast~/Gorohovetss/list/;33;14015;0
Владимирская область;Гусь-Хрустальный;2763;/banks/Vladimirskaya_oblast~/Gus~-Hrustal~nyiy/list/;33;60773;0
Владимирская область;Камешково;2975;/banks/Vladimirskaya_oblast~/Kamesshkovo/list/;33;13113;0
Владимирская область;Карабаново;2981;/banks/Vladimirskaya_oblast~/Karabanovo/list/;33;14868;0
Владимирская область;Киржач;113;/banks/Vladimirskaya_oblast~/Kirzhach/list/;33;30044;0
Владимирская область;Ковров;107;/banks/Vladimirskaya_oblast~/Kovrov/list/;33;145492;0
Владимирская область;Кольчугино;114;/banks/Vladimirskaya_oblast~/Kol~chugino/list/;33;45804;0
Владимирская область;Костерево;5096;/banks/Vladimirskaya_oblast~/Kosterevo/list/;33;9136;0
Владимирская область;Курлово;3171;/banks/Vladimirskaya_oblast~/Kurlovo/list/;33;6791;0
Владимирская область;Лакинск;3196;/banks/Vladimirskaya_oblast~/Lakinsk/list/;33;15707;0
Владимирская область;Меленки;3299;/banks/Vladimirskaya_oblast~/Melenki/list/;33;15208;0
Владимирская область;Муром;108;/banks/Vladimirskaya_oblast~/Murom/list/;33;116078;0
Владимирская область;Петушки;3605;/banks/Vladimirskaya_oblast~/Petusshki/list/;33;15167;0
Владимирская область;Покров;117;/banks/Vladimirskaya_oblast~/Pokrov/list/;33;17762;0
Владимирская область;Радужный;112;/banks/Vladimirskaya_oblast~/Raduzhnyiy/list/;33;18212;0
Владимирская область;Собинка;115;/banks/Vladimirskaya_oblast~/Sobinka/list/;33;19482;0
Владимирская область;Струнино;3874;/banks/Vladimirskaya_oblast~/Strunino/list/;33;14372;0
Владимирская область;Судогда;3879;/banks/Vladimirskaya_oblast~/Sudogda/list/;33;11848;0
Владимирская область;Суздаль;3880;/banks/Vladimirskaya_oblast~/Suzdal~/list/;33;10535;0
Владимирская область;Юрьев-Польский;4206;/banks/Vladimirskaya_oblast~/Yur~ev-Pol~skiy/list/;33;19588;0
Волгоградская область;Дубовка;317;/banks/Volgogradskaya_oblast~/Dubovka/list/;34;14345;0
Волгоградская область;Жирновск;316;/banks/Volgogradskaya_oblast~/Zhirnovsk/list/;34;16890;0
Волгоградская область;Калач-на-Дону;298;/banks/Volgogradskaya_oblast~/Kalach-na-Donu/list/;34;26892;0
Волгоградская область;Камышин;294;/banks/Volgogradskaya_oblast~/Kamyisshin/list/;34;119924;0
Волгоградская область;Котельниково;301;/banks/Volgogradskaya_oblast~/Kotel~nikovo/list/;34;20441;0
Волгоградская область;Котово;300;/banks/Volgogradskaya_oblast~/Kotovo/list/;34;24104;0
Волгоградская область;Краснослободск;5102;/banks/Volgogradskaya_oblast~/Krasnoslobodsk/list/;34;16007;0
Волгоградская область;Ленинск;302;/banks/Volgogradskaya_oblast~/Leninsk/list/;34;15527;0
Волгоградская область;Михайловка;305;/banks/Volgogradskaya_oblast~/Mihaylovka/list/;34;59153;0
Волгоградская область;Николаевск;304;/banks/Volgogradskaya_oblast~/Nikolaevsk/list/;34;15081;0
Волгоградская область;Новоаннинский;306;/banks/Volgogradskaya_oblast~/Novoanninskiy/list/;34;17911;0
Волгоградская область;Палласовка;303;/banks/Volgogradskaya_oblast~/Pallasovka/list/;34;15984;0
Волгоградская область;Петров Вал;3594;/banks/Volgogradskaya_oblast~/Petrov_Val/list/;34;13264;0
Волгоградская область;Серафимович;3774;/banks/Volgogradskaya_oblast~/Serafimovich/list/;34;9368;0
Волгоградская область;Суровикино;3890;/banks/Volgogradskaya_oblast~/Surovikino/list/;34;20527;0
Волгоградская область;Урюпинск;314;/banks/Volgogradskaya_oblast~/Uryupinsk/list/;34;41594;0
Волгоградская область;Фролово;313;/banks/Volgogradskaya_oblast~/Frolovo/list/;34;39489;0
Вологодская область;Бабаево;2477;/banks/Vologodskaya_oblast~/Babaevo/list/;35;12074;0
Вологодская область;Белозерск;2529;/banks/Vologodskaya_oblast~/Belozersk/list/;35;9614;0
Вологодская область;Великий Устюг;4715;/banks/Vologodskaya_oblast~/Velikiy_Ustyug/list/;35;31664;0
Вологодская область;Вологда;240;/banks/Vologda/list/;35;301642;0
Вологодская область;Вытегра;2708;/banks/Vologodskaya_oblast~/Vyitegra/list/;35;10490;0
Вологодская область;Грязовец;243;/banks/Vologodskaya_oblast~/Gryazovetss/list/;35;15528;0
Вологодская область;Кадников;2950;/banks/Vologodskaya_oblast~/Kadnikov/list/;35;4797;0
Вологодская область;Кириллов;3035;/banks/Vologodskaya_oblast~/Kirillov/list/;35;7735;0
Вологодская область;Красавино;3103;/banks/Vologodskaya_oblast~/Krasavino/list/;35;7003;0
Вологодская область;Никольск;3427;/banks/Vologodskaya_oblast~/Nikol~sk/list/;35;8515;0
Вологодская область;Сокол;3810;/banks/Vologodskaya_oblast~/Sokol/list/;35;38454;0
Вологодская область;Тотьма;3969;/banks/Vologodskaya_oblast~/Tot~ma/list/;35;9784;0
Вологодская область;Устюжна;4055;/banks/Vologodskaya_oblast~/Ustyuzhna/list/;35;9478;0
Вологодская область;Харовск;4081;/banks/Vologodskaya_oblast~/Harovsk/list/;35;10078;0
Вологодская область;Череповец;241;/banks/Vologodskaya_oblast~/Cherepovetss/list/;35;312311;0
Еврейская автономная область;Биробиджан;713;/banks/Birobidzhan/list/;79;75419;0
Еврейская автономная область;Облучье;3501;/banks/Evreyskaya_avtonomnaya_oblast~/Obluch~e/list/;79;9379;0
Забайкальский край;Балей;5305;/banks/Zabaykal~skiy_kray/Baley/list/;75;12536;0
Забайкальский край;Борзя;2604;/banks/Zabaykal~skiy_kray/Borzya/list/;75;31376;0
Забайкальский край;Краснокаменск;702;/banks/Zabaykal~skiy_kray/Krasnokamensk/list/;75;55668;0
Забайкальский край;Могоча;704;/banks/Zabaykal~skiy_kray/Mogocha/list/;75;13228;0
Забайкальский край;Нерчинск;3403;/banks/Zabaykal~skiy_kray/Nerchinsk/list/;75;14976;0
Забайкальский край;Петровск-Забайкальский;3598;/banks/Zabaykal~skiy_kray/Petrovsk-Zabaykal~skiy/list/;75;18555;0
Забайкальский край;Сретенск;4985;/banks/Zabaykal~skiy_kray/Sretensk/list/;75;6850;0
Забайкальский край;Хилок;706;/banks/Zabaykal~skiy_kray/Hilok/list/;75;11530;0
Забайкальский край;Чита;707;/banks/Chita/list/;75;323964;0
Забайкальский край;Шилка;709;/banks/Zabaykal~skiy_kray/Shilka/list/;75;13947;0
Ивановская область;Вичуга;2676;/banks/Ivanovskaya_oblast~/Vichuga/list/;37;37609;0
Ивановская область;Гаврилов Посад;2711;/banks/Ivanovskaya_oblast~/Gavrilov_Posad/list/;37;6434;0
Ивановская область;Заволжск;2862;/banks/Ivanovskaya_oblast~/Zavolzhsk/list/;37;12045;0
Ивановская область;Кинешма;137;/banks/Ivanovskaya_oblast~/Kinesshma/list/;37;88113;0
Ивановская область;Комсомольск;3068;/banks/Ivanovskaya_oblast~/Komsomol~sk/list/;37;8693;0
Ивановская область;Кохма;3094;/banks/Ivanovskaya_oblast~/Kohma/list/;37;29408;0
Ивановская область;Наволоки;3379;/banks/Ivanovskaya_oblast~/Navoloki/list/;37;10207;0
Ивановская область;Плес;3615;/banks/Ivanovskaya_oblast~/Ples/list/;37;2341;0
Ивановская область;Приволжск;3667;/banks/Ivanovskaya_oblast~/Privolzhsk/list/;37;16749;0
Ивановская область;Пучеж;3695;/banks/Ivanovskaya_oblast~/Puchezh/list/;37;8583;0
Ивановская область;Родники;3719;/banks/Ivanovskaya_oblast~/Rodniki/list/;37;26318;0
Ивановская область;Тейково;138;/banks/Ivanovskaya_oblast~/Teykovo/list/;37;34993;0
Ивановская область;Фурманов;4071;/banks/Ivanovskaya_oblast~/Furmanov/list/;37;36149;0
Ивановская область;Шуя;4178;/banks/Ivanovskaya_oblast~/Shuya/list/;37;58528;0
Ивановская область;Южа;4199;/banks/Ivanovskaya_oblast~/Yuzha/list/;37;14170;0
Ивановская область;Юрьевец;4205;/banks/Ivanovskaya_oblast~/Yur~evetss/list/;37;10205;0
Иркутская область;Алзамай;2433;/banks/Irkutskaya_oblast~/Alzamay/list/;38;6751;0
Иркутская область;Байкальск;2492;/banks/Irkutskaya_oblast~/Baykal~sk/list/;38;13589;0
Иркутская область;Бирюсинск;2559;/banks/Irkutskaya_oblast~/Biryusinsk/list/;38;8981;0
Иркутская область;Бодайбо;632;/banks/Irkutskaya_oblast~/Bodaybo/list/;38;15331;0
Иркутская область;Братск;627;/banks/Irkutskaya_oblast~/Bratsk/list/;38;246348;0
Иркутская область;Вихоревка;631;/banks/Irkutskaya_oblast~/Vihorevka/list/;38;22528;0
Иркутская область;Железногорск-Илимский;637;/banks/Irkutskaya_oblast~/Zheleznogorsk-Ilimskiy/list/;38;26134;0
Иркутская область;Зима;633;/banks/Irkutskaya_oblast~/Zima/list/;38;32522;0
Иркутская область;Киренск;3034;/banks/Irkutskaya_oblast~/Kirensk/list/;38;12652;0
Иркутская область;Нижнеудинск;634;/banks/Irkutskaya_oblast~/Nizhneudinsk/list/;38;37056;0
Иркутская область;Саянск;3751;/banks/Irkutskaya_oblast~/Sayansk/list/;38;40786;0
Иркутская область;Свирск;3757;/banks/Irkutskaya_oblast~/Svirsk/list/;38;13649;0
Иркутская область;Слюдянка;3800;/banks/Irkutskaya_oblast~/Slyudyanka/list/;38;18542;0
Иркутская область;Тайшет;635;/banks/Irkutskaya_oblast~/Taysshet/list/;38;35481;0
Иркутская область;Тулун;3982;/banks/Irkutskaya_oblast~/Tulun/list/;38;44603;0
Иркутская область;Усолье-Сибирское;4033;/banks/Irkutskaya_oblast~/Usol~e-Sibirskoe/list/;38;83364;0
Иркутская область;Усть-Илимск;629;/banks/Irkutskaya_oblast~/Ust~-Ilimsk/list/;38;86591;0
Иркутская область;Усть-Кут;636;/banks/Irkutskaya_oblast~/Ust~-Kut/list/;38;45061;0
Иркутская область;Черемхово;4119;/banks/Irkutskaya_oblast~/Cheremhovo/list/;38;52650;0
Иркутская область;Шелехов;638;/banks/Irkutskaya_oblast~/Shelehov/list/;38;47960;0
Кабардино-Балкарская Республика;Баксан;2497;/banks/Kabardino-Balkarskaya_Respublika/Baksan/list/;7;36857;0
Кабардино-Балкарская Республика;Майский;3255;/banks/Kabardino-Balkarskaya_Respublika/Mayskiy/list/;7;26755;0
Кабардино-Балкарская Республика;Нальчик;799;/banks/Nal~chik/list/;7;240095;0
Кабардино-Балкарская Республика;Нарткала;3387;/banks/Kabardino-Balkarskaya_Respublika/Nartkala/list/;7;31679;0
Кабардино-Балкарская Республика;Прохладный;3685;/banks/Kabardino-Balkarskaya_Respublika/Prohladnyiy/list/;7;59595;0
Кабардино-Балкарская Республика;Терек;3939;/banks/Kabardino-Balkarskaya_Respublika/Terek/list/;7;19170;0
Кабардино-Балкарская Республика;Тырныауз;3993;/banks/Kabardino-Balkarskaya_Respublika/Tyirnyiauz/list/;7;21000;0
Кабардино-Балкарская Республика;Чегем;4114;/banks/Kabardino-Balkarskaya_Respublika/Chegem/list/;7;17988;0
Калининградская область;Багратионовск;2488;/banks/Kaliningradskaya_oblast~/Bagrationovsk/list/;39;6399;0
Калининградская область;Балтийск;2503;/banks/Kaliningradskaya_oblast~/Baltiysk/list/;39;32670;0
Калининградская область;Гвардейск;2718;/banks/Kaliningradskaya_oblast~/Gvardeysk/list/;39;13888;0
Калининградская область;Гурьевск;2759;/banks/Kaliningradskaya_oblast~/Gur~evsk/list/;39;12433;0
Калининградская область;Гусев;2761;/banks/Kaliningradskaya_oblast~/Gusev/list/;39;28260;0
Калининградская область;Зеленоградск;2885;/banks/Kaliningradskaya_oblast~/Zelenogradsk/list/;39;13015;0
Калининградская область;Краснознаменск;7781;/banks/Kaliningradskaya_oblast~/Krasnoznamensk/list/;39;36057;0
Калининградская область;Ладушкин;7765;/banks/Kaliningradskaya_oblast~/Ladusshkin/list/;39;3788;0
Калининградская область;Мамоново;4997;/banks/Kaliningradskaya_oblast~/Mamonovo/list/;39;7757;0
Калининградская область;Неман;3401;/banks/Kaliningradskaya_oblast~/Neman/list/;39;11794;0
Калининградская область;Нестеров;3404;/banks/Kaliningradskaya_oblast~/Nesterov/list/;39;4584;0
Калининградская область;Озерск;7776;/banks/Kaliningradskaya_oblast~/Ozersk/list/;39;4740;0
Калининградская область;Пионерский;3612;/banks/Kaliningradskaya_oblast~/Pionerskiy/list/;39;11017;0
Калининградская область;Полесск;3610;/banks/Kaliningradskaya_oblast~/Polessk/list/;39;7580;0
Калининградская область;Правдинск;7835;/banks/Kaliningradskaya_oblast~/Pravdinsk/list/;39;4323;0
Калининградская область;Приморск;7573;/banks/Kaliningradskaya_oblast~/Primorsk/list/;39;1956;0
Калининградская область;Светлогорск;249;/banks/Kaliningradskaya_oblast~/Svetlogorsk/list/;39;10775;0
Калининградская область;Светлый;250;/banks/Kaliningradskaya_oblast~/Svetlyiy/list/;39;21380;0
Калининградская область;Славск;3794;/banks/Kaliningradskaya_oblast~/Slavsk/list/;39;4614;0
Калининградская область;Советск;3807;/banks/Kaliningradskaya_oblast~/Sovetsk/list/;39;41709;0
Калининградская область;Черняховск;4127;/banks/Kaliningradskaya_oblast~/Chernyahovsk/list/;39;40464;0
Калужская область;Балабаново;143;/banks/Kaluzhskaya_oblast~/Balabanovo/list/;40;26337;0
Калужская область;Белоусово;5108;/banks/Kaluzhskaya_oblast~/Belousovo/list/;40;8432;0
Калужская область;Боровск;144;/banks/Kaluzhskaya_oblast~/Borovsk/list/;40;12283;0
Калужская область;Ермолино;2842;/banks/Kaluzhskaya_oblast~/Ermolino/list/;40;10409;0
Калужская область;Жиздра;7538;/banks/Kaluzhskaya_oblast~/Zhizdra/list/;40;5585;0
Калужская область;Жуков;2853;/banks/Kaluzhskaya_oblast~/Zhukov/list/;40;12150;0
Калужская область;Козельск;3054;/banks/Kaluzhskaya_oblast~/Kozel~sk/list/;40;18203;0
Калужская область;Кондрово;3073;/banks/Kaluzhskaya_oblast~/Kondrovo/list/;40;16672;0
Калужская область;Кременки;3139;/banks/Kaluzhskaya_oblast~/Kremenki/list/;40;11617;0
Калужская область;Людиново;3244;/banks/Kaluzhskaya_oblast~/Lyudinovo/list/;40;40550;0
Калужская область;Малоярославец;145;/banks/Kaluzhskaya_oblast~/Maloyaroslavetss/list/;40;30401;0
Калужская область;Медынь;3297;/banks/Kaluzhskaya_oblast~/Medyin~/list/;40;8298;0
Калужская область;Мещовск;3308;/banks/Kaluzhskaya_oblast~/Messchovsk/list/;40;4101;0
Калужская область;Мосальск;3338;/banks/Kaluzhskaya_oblast~/Mosal~sk/list/;40;4285;0
Калужская область;Обнинск;141;/banks/Kaluzhskaya_oblast~/Obninsk/list/;40;104798;0
Калужская область;Сосенский;3831;/banks/Kaluzhskaya_oblast~/Sosenskiy/list/;40;12394;0
Калужская область;Спас-Деменск;3839;/banks/Kaluzhskaya_oblast~/Spas-Demensk/list/;40;4904;0
Калужская область;Сухиничи;3895;/banks/Kaluzhskaya_oblast~/Suhinichi/list/;40;16295;0
Калужская область;Таруса;3923;/banks/Kaluzhskaya_oblast~/Tarusa/list/;40;9656;0
Калужская область;Юхнов;4208;/banks/Kaluzhskaya_oblast~/Yuhnov/list/;40;7056;0
Камчатский край;Вилючинск;728;/banks/Kamchatskiy_kray/Vilyuchinsk/list/;41;22905;0
Камчатский край;Елизово;730;/banks/Kamchatskiy_kray/Elizovo/list/;41;39548;0
Камчатский край;Петропавловск-Камчатский;729;/banks/Petropavlovsk-Kamchatskiy/list/;41;179526;0
Карачаево-Черкесская Республика;Карачаевск;2992;/banks/Karachaevo-Cherkesskaya_Respublika/Karachaevsk/list/;9;23848;0
Карачаево-Черкесская Республика;Теберда;3932;/banks/Karachaevo-Cherkesskaya_Respublika/Teberda/list/;9;9097;0
Карачаево-Черкесская Республика;Усть-Джегута;4038;/banks/Karachaevo-Cherkesskaya_Respublika/Ust~-Dzheguta/list/;9;30602;0
Карачаево-Черкесская Республика;Черкесск;803;/banks/Cherkessk/list/;9;121439;0
Кемеровская область;Анжеро-Судженск;644;/banks/Kemerovskaya_oblast~/Anzhero-Sudzhensk/list/;42;76669;0
Кемеровская область;Белово;646;/banks/Kemerovskaya_oblast~/Belovo/list/;42;76752;0
Кемеровская область;Березовский;645;/banks/Kemerovskaya_oblast~/Berezovskiy/list/;42;47292;0
Кемеровская область;Гурьевск;2760;/banks/Kemerovskaya_oblast~/Gur~evsk/list/;42;24816;0
Кемеровская область;Калтан;647;/banks/Kemerovskaya_oblast~/Kaltan/list/;42;21893;0
Кемеровская область;Киселевск;648;/banks/Kemerovskaya_oblast~/Kiselevsk/list/;42;98382;0
Кемеровская область;Ленинск-Кузнецкий;649;/banks/Kemerovskaya_oblast~/Leninsk-Kuznetsskiy/list/;42;101666;0
Кемеровская область;Мариинск;650;/banks/Kemerovskaya_oblast~/Mariinsk/list/;42;40522;0
Кемеровская область;Междуреченск;642;/banks/Kemerovskaya_oblast~/Mezhdurechensk/list/;42;101995;0
Кемеровская область;Мыски;3376;/banks/Kemerovskaya_oblast~/Myiski/list/;42;43029;0
Кемеровская область;Осинники;3542;/banks/Kemerovskaya_oblast~/Osinniki/list/;42;45997;0
Кемеровская область;Полысаево;3645;/banks/Kemerovskaya_oblast~/Polyisaevo/list/;42;27624;0
Кемеровская область;Салаир;3741;/banks/Kemerovskaya_oblast~/Salair/list/;42;8263;0
Кемеровская область;Тайга;652;/banks/Kemerovskaya_oblast~/Tayga/list/;42;25330;0
